1,2,0.119918440486262,0.091717017437464,0,0,0,0,0,0,1,-360,360
2,3,0.217937103339498,0.343845226597186,0,0,0,0,0,0,1,-360,360
2,4,0.147620723304109,0.178692202680882,0,0,0,0,0,0,1,-360,360
4,5,0.237777927519847,0.121103898534774,0,0,0,0,0,0,1,-360,360
4,6,0.113492010012753,0.106504046779422,0,0,0,0,0,0,1,-360,360
7,8,0.293956160513515,0.146684835371073,0,0,0,0,0,0,1,-360,360
7,9,0.268287874136799,0.170955529101123,0,0,0,0,0,0,1,-360,360
7,10,0.277022828178463,0.083605988684491,0,0,0,0,0,0,1,-360,360
8,11,0.122663711756499,0.102947672633888,0,0,0,0,0,0,1,-360,360
8,12,0.233597628085623,0.0772419507398506,0,0,0,0,0,0,1,-360,360
8,13,0.104819448499959,0.0967084197469858,0,0,0,0,0,0,1,-360,360
9,14,0.096184322504486,0.0704411650931271,0,0,0,0,0,0,1,-360,360
9,15,0.0992665134306158,0.0952109990541293,0,0,0,0,0,0,1,-360,360
9,16,0.108956073163975,0.158788985971664,0,0,0,0,0,0,1,-360,360
10,17,0.0742471093541375,0.107377542183589,0,0,0,0,0,0,1,-360,360
10,18,0.0823581381071105,0.0794880817791354,0,0,0,0,0,0,1,-360,360
6,19,0.102323747345198,0.0976443076800212,0,0,0,0,0,0,1,-360,360
19,20,0.0938508419247846,0.0845668336290739,0,0,0,0,0,0,1,-360,360
19,21,0.130712347980603,0.154633643548987,0,0,0,0,0,0,1,-360,360
19,22,0.106622592584274,0.120873046177958,0,0,0,0,0,0,1,-360,360
3,23,0.0905440378947263,0.129963637634175,0,0,0,0,0,0,1,-360,360
3,24,0.118421019793406,0.106635071090047,0,0,0,0,0,0,1,-360,360
3,25,0.118296234735668,0.168528459728118,0,0,0,0,0,0,1,-360,360
33,7,0.116050103696383,0.0935887933035347,0,0,0,0,0,0,1,-360,360
11,31,0.103571597922578,0.193416839493972,0,0,0,0,0,0,1,-360,360
25,26,0.0723753334880668,0.155981322172558,0,0,0,0,0,0,1,-360,360
6,26,0.126656833604117,0.251691461457639,0,0,0,0,0,0,1,-360,360
27,30,0.177319567045764,0.339852104749569,0,0,0,0,0,0,1,-360,360
26,28,0.0992041209017467,0.12064843307403,0,0,0,0,0,0,1,-360,360
30,29,0.299746187192561,0.187551941780283,0,0,0,0,0,0,1,-360,360
28,30,0.343626852746145,0.364996293883785,0,0,0,0,0,0,1,-360,360
30,31,0.358382685823669,0.3512699375326,0,0,0,0,0,0,1,-360,360
30,32,0.25612133100734,0.319387355280529,0,0,0,0,0,0,1,-360,360
32,33,0.0879734657053226,0.0954730476753791,0,0,0,0,0,0,1,-360,360
